employee_id,JobRole,Department,attrition_probability,risk_bucket,avg_engagement_score,avg_satisfaction_score,avg_work_life_balance_score,total_skill_gap_count,skill_gap_list,top_course_recommendation
119,Healthcare Representative,Research & Development,0.30545609400863505,Low,,,,15,"Writing, Speaking, Active Learning, Learning Strategies, Monitoring, Complaint management software, Epic EpicCare Inpatient Clinical System, Epic Systems, FaceTime, Healthcare common procedure coding system HCPCS, IBM Notes, Microsoft Outlook, Microsoft Windows, Patient satisfaction assessment software, Pemimic Patient Relations Suite",Email Management with Microsoft Outlook
120,Sales Executive,Sales,0.7124740422992475,High,,,,47,"Writing, Mathematics, Science, Critical Thinking, Active Learning, Monitoring, Ab Initio, Apache HBase, Apache Struts, Atlassian JIRA, Border Gateway Protocol BGP, C++, Docker, Enterprise JavaBeans, Extensible markup language XML, Firewall software, Google Cloud software, Hyperion Solutions Hyperion System 9 Bi+, IBM DB2, IBM Domino, Informatica Corporation PowerCenter, Microsoft Access, Microsoft Active Directory, Microsoft Azure software, Microsoft Exchange, Microsoft Office software, Microsoft PowerPoint, Microsoft Project, Microsoft SharePoint, Microsoft SQL Server, Microsoft Word, MicroStrategy, Network directory services software, Oracle Database, Oracle Java, Perl, PHP, Platform as a service PaaS, Python, RESTful API, SAP Business Objects, Scheduling software, Single sign-on SSO, Software as a service SaaS, Virtual private networking VPN software, Web browser software, WebEx Sales Center",C++ Object-Oriented Programming
121,Sales Executive,Sales,0.2639174854797959,Low,,,,60,"Reading Comprehension, Active Listening, Mathematics, Science, Critical Thinking, Learning Strategies, Monitoring, Ab Initio, Amazon Web Services AWS software, Ansible software, Apache Cassandra, Apache HBase, Apache Struts, Autodesk AutoCAD, Border Gateway Protocol BGP, Cisco Systems CiscoWorks, Cisco Systems VPN Client, Citrix cloud computing software, Dassault Systemes SolidWorks, Database management software, Enterprise JavaBeans, Extensible hypertext markup language XHTML, Extensible markup language XML, Firewall software, Google Cloud software, Graphics software, Hewlett Packard HP-UX, Hyperion Solutions Hyperion System 9 Bi+, IBM Cognos Business Intelligence, JavaScript, Kubernetes, Management information systems MIS, MapReduce big data software, Microsoft Access, Microsoft Azure software, Microsoft Exchange, Microsoft Outlook, Microsoft Project, Microsoft SQL Server, Microsoft Teams, Microsoft Visio, MicroStrategy, MicroStrategy Desktop, Oracle Database, Oracle Java, Python, Ruby, Sales analysis software, SAP Business Objects, SAP Business One, SAP software, Scheduling software, Security assertion markup language SAML, Single sign-on SSO, Splunk Enterprise, Teradata Database, UNIX, Web browser software, WebEx Sales Center, Wireshark",Enterprise Resource Planning with SAP
124,Healthcare Representative,Research & Development,0.6673444112693336,Medium,,,,15,"Learning Strategies, Corel WordPerfect Office Suite, Customer Expressions i-Sight, Data entry software, Database software, Electronic medical record EMR software, Epic Systems software, FaceTime, Healthcare common procedure coding system HCPCS, Microsoft Access, Microsoft Excel, Microsoft Outlook, Patient satisfaction assessment software, Scheduling software, Web browser software",SQL Querying for Beginners
125,Sales Executive,Sales,0.4155614667168599,Medium,,,,35,"Active Listening, Mathematics, Science, Ab Initio, Apache Cassandra, Apache Pig, Cisco Systems CiscoWorks, Citrix cloud computing software, IBM DB2, IBM Domino, JavaScript, Linux, MapReduce big data software, Microsoft Excel, Microsoft Exchange, Microsoft Office Live Meeting, Microsoft Office software, Microsoft Outlook, Microsoft Project, Microsoft Visio, Microsoft Word, MicroStrategy Desktop, Network directory services software, Oracle Java, Oracle PeopleSoft, Oracle Solaris, Sales analysis software, SAP Adaptive Server Enterprise, SAP Business Objects, SAP Business One, SAP software, Security assertion markup language SAML, Virtual private networking VPN software, Voice over internet protocol VoIP system software, Wireshark",Enterprise Resource Planning with SAP
126,Research Director,Research & Development,0.0703591545655018,Low,,,,16,"Reading Comprehension, Active Listening, Speaking, Active Learning, Learning Strategies, Adobe Acrobat, ESRI ArcGIS software, IBM SPSS Statistics, Laboratory information management system LIMS, Microsoft Access, Microsoft Outlook, Microsoft Project, Microsoft SharePoint, Microsoft Word, SAP software, SAS",Enterprise Resource Planning with SAP
128,Sales Executive,Sales,0.23490440476314295,Low,,,,33,"Active Listening, Science, Critical Thinking, Active Learning, Ab Initio, Amazon Web Services AWS software, Ansible software, Apache Cassandra, Apache Pig, C, C++, IBM DB2, IBM Domino, MapReduce big data software, Microsoft Excel, Microsoft Office Live Meeting, Microsoft SharePoint, Microsoft Teams, Network directory services software, Oracle PeopleSoft, Perl, RESTful API, Sales analysis software, SAP Business One, SAP BusinessObjects Crystal Reports, SAP software, Scheduling software, Single sign-on SSO, Software as a service SaaS, Splunk Enterprise, Voice over internet protocol VoIP system software, Web browser software, Wireshark",C++ Object-Oriented Programming
129,Sales Executive,Sales,0.10684888046299588,Low,,,,45,"Reading Comprehension, Active Listening, Writing, Speaking, Mathematics, Active Learning, Learning Strategies, Apache HBase, Apache Pig, Autodesk AutoCAD, Border Gateway Protocol BGP, C++, Cisco Systems CiscoWorks, Cisco Systems VPN Client, Citrix cloud computing software, Dassault Systemes SolidWorks, Enterprise JavaBeans, Google Workspace software, IBM Domino, Informatica Corporation PowerCenter, Linux, MapReduce big data software, Microsoft Active Directory, Microsoft Azure software, Microsoft Exchange, Microsoft Office Live Meeting, Microsoft Outlook, Microsoft PowerPoint, Microsoft SharePoint, Microsoft Teams, Microsoft Visio, Oracle PeopleSoft, PHP, React, RESTful API, SAP Business Objects, SAP BusinessObjects Crystal Reports, Scheduling software, Single sign-on SSO, Splunk Enterprise, Teradata Database, UNIX, Web browser software, WebEx Sales Center, Wireshark",C++ Object-Oriented Programming
131,Sales Executive,Sales,0.07210975040744329,Low,,,,53,"Reading Comprehension, Speaking, Mathematics, Science, Active Learning, Monitoring, Apache Hadoop, Apache Pig, Apache Struts, Apple iOS, Autodesk AutoCAD, C, C++, Cisco Systems CiscoWorks, Dassault Systemes SolidWorks, Docker, Enterprise application integration EAI software, Extensible hypertext markup language XHTML, Firewall software, Google Cloud software, Graphics software, Hewlett Packard HP-UX, IBM Cognos Business Intelligence, IBM Cognos Impromptu, IBM DB2, IBM Domino, JavaScript, Microsoft Active Directory, Microsoft Azure software, Microsoft Dynamics, Microsoft Office software, Microsoft Outlook, Microsoft Teams, Microsoft Windows Server, MicroStrategy, NortonLifeLock cybersecurity software, Oracle Java, PHP, Python, React, RESTful API, Ruby, Sales analysis software, Salesforce software, SAP Adaptive Server Enterprise, Shell script, Software as a service SaaS, Splunk Enterprise, UNIX, Virtual private networking VPN software, Voice over internet protocol VoIP system software, WebEx Sales Center, Wireshark",C++ Object-Oriented Programming
132,Laboratory Technician,Research & Development,0.30625325916927226,Low,,,,19,"Reading Comprehension, Mathematics, Monitoring, Commercial plate reader software, Database software, FileMaker Pro, Google Docs, Laboratory information system LIS, Medical system integration software, MEDITECH software, Microscopic image capturing software, Microsoft Outlook, Microsoft Word, Minitab, Quizlet, Specimen tracking software, Sunquest Information Systems Sunquest Laboratory, Test result delivery software, Test routing software",FileMaker Pro Database Development
133,Human Resources,Human Resources,0.768813323789856,High,,,,82,"Science, Critical Thinking, Active Learning, Adobe Acrobat, Adobe Creative Cloud software, Adobe Human Capital Application Solution Accelerator, Adobe Illustrator, Adobe InDesign, Adobe LifeCycle Enterprise Suite, Advanced business application programming ABAP, ApplicantPro iApplicants, Assessment software, AST Staff Matrix, Bond International Adapt Staffing, BrightMove Applicant Tracking System, Bullhorn Applicant Tracking System, Candidate tracking software, Cisco Webex, Cluen executive recruitment software, COATSsql, CVTracer, Database software, DGCC.com RecruitTrack, Ellucian Banner Human Resources, Enterprise JavaBeans, eQuest, Facebook, FaceTime, GitHub, GoBackgrounds, Google, Google Docs, Google Drive, HireAbility ResumeParser, HireLogic PowerPlace, HRM Direct, IBM Cognos Impromptu, IBM InfoSphere DataStage, IBM Notes, IBM Power Systems software, IBM SPSS Statistics, Intelius, Kronos Workforce HR, Kronos Workforce Payroll, Kronos Workforce Timekeeper, Lawson Human Resource Management, LexisNexis, LinkedIn, Loom, Main Sequence Technologies PCRecruiter Resume Inhaler, Micro J Systems PcHunter, Microsoft Access, Microsoft Outlook, Microsoft SQL Server Reporting Services SSRS, Microsoft Visio, Microsoft Visual Basic, Microsoft Visual Basic for Applications VBA, NetSuite ERP, Online databases, Oracle Eloqua, Oracle Hyperion, Oracle PeopleSoft Financials, Oracle PeopleSoft Human Capital Management, Oracle WebLogic Server, Perforce Helix software, Post Once, Resource Edge TalentHook Sphere, ResumeRobot, Safari Software Products Safari, Salesforce software, SAP ERP Human Capital Management, Skype, Social media sites, Staffing Solutions Enterprises Staff Matrix, StaffingSoft Staffing Edition, StataCorp Stata, TalentHook, Tax software, Technomedia Hodes iQ, Teradata Database, Web browser software, Zoom",SQL Querying for Beginners
134,Research Scientist,Research & Development,0.23546329546183642,Low,,,,21,"Reading Comprehension, Speaking, Mathematics, Science, Adobe Photoshop, BioArray Software Environment BASE, ESRI ArcGIS software, Integrated development environment IDE software, Linux, Medical Scientists HybridAI, Medical Scientists MediSave, Microsoft Dynamics, Microsoft PowerPoint, Microsoft Project, Microsoft Publisher, National Instruments LabVIEW, SAS, StataCorp Stata, The MathWorks MATLAB, Waters Millennium32, Waters Q-DIS/QM LIMS",Designing High-Impact PowerPoint Presentations
137,Laboratory Technician,Research & Development,0.8917055357534247,High,,,,23,"Active Listening, Writing, Speaking, Science, Critical Thinking, Active Learning, Learning Strategies, Monitoring, Billing software, Commercial plate reader software, Google Docs, Hematology laboratory workflow management software, IBM Notes, Medical digital imaging software, MEDITECH software, Microscopic image capturing software, Microsoft Outlook, Microsoft Word, Quality control software, Quizlet, Reimbursement screening software, SAP software, Specimen tracking software",Enterprise Resource Planning with SAP
138,Research Scientist,Research & Development,0.03973864670760924,Low,,,,25,"Active Listening, Writing, Speaking, Critical Thinking, Learning Strategies, Database software, FileMaker Pro, IBM SPSS Statistics, LexisNexis, Medical Scientists HybridAI, Microsoft Dynamics, Microsoft Excel, Microsoft Exchange, Microsoft Office software, Microsoft PowerPoint, Microsoft Project, Microsoft Visual Basic, National Instruments LabVIEW, Python, StataCorp Stata, Statistical software, The MathWorks MATLAB, Thermo ToxLab, Triple G ULTRA Laboratory Information System, Waters Millennium32",FileMaker Pro Database Development
139,Healthcare Representative,Research & Development,0.005117433683106159,Low,,,,29,"Active Listening, Writing, Speaking, Science, Critical Thinking, Active Learning, Learning Strategies, CareOne CareEnsure, Complaint management software, Corel WordPerfect Office Suite, Data entry software, Database software, Electronic medical record EMR software, Epic Systems, Google Docs, Healthcare common procedure coding system HCPCS, Henry Schein Dentrix, IBM Notes, Manhattan Cross Cultural Group Quality Interactions, Medical condition coding software, Medical procedure coding software, MEDITECH software, Microsoft Dynamics, Microsoft Outlook, Patient satisfaction assessment software, Pemimic Patient Relations Suite, rL Solutions Feedback MonitorPro, Scheduling software, Web browser software",SQL Querying for Beginners
140,Manager,Human Resources,0.011553138325930462,Low,,,,56,"Reading Comprehension, Active Listening, Writing, Learning Strategies, ActionWare, ADP Workforce Now, Airtable, Apache Hadoop, Atlassian Confluence, Avidian Technologies Prophet, Blackboard software, Database software, Datawatch Monarch, Delphi Technology, Dropbox, Dynamic Energy Systems MedAct, Facebook, FileMaker Pro, Flipgrid, Geographic information system GIS software, Google Ads, HubSpot software, IBM Cognos Impromptu, IBM Power Systems software, Kronos Workforce Payroll, LinkedIn, Medical condition coding software, Microsoft Access, Microsoft FrontPage, Microsoft Outlook, Microsoft PowerPoint, Microsoft SQL Server, Microsoft Visual Basic, MicroStrategy, Minitab, NetSuite ERP, NortonLifeLock cybersecurity software, Oracle Eloqua, Oracle Hyperion, Oracle JD Edwards EnterpriseOne, Personnel scheduling software, PostgreSQL, Qlik Tech QlikView, R, Sage 50 Accounting, Salesforce software, SAP Business Objects, SAP Crystal Reports, SAS, Screencastify, Social media sites, Splunk Enterprise, Sugar CRM, Tax software, Veritas NetBackup, Yardi software",FileMaker Pro Database Development
141,Research Director,Research & Development,0.1636734154953674,Low,,,,17,"Writing, Speaking, Mathematics, Critical Thinking, Monitoring, Clinical trial management software, Graphics software, Laboratory information management system LIMS, Microsoft Excel, Microsoft Project, Microsoft SharePoint, Microsoft Visio, Microsoft Word, SAP software, STATISTICA, The MathWorks MATLAB, Web browser software",Enterprise Resource Planning with SAP
142,Sales Executive,Sales,0.8799141099043924,High,,,,45,"Writing, Science, Critical Thinking, Monitoring, Ab Initio, Apache Pig, Apple iOS, C, C++, Cisco Systems CiscoWorks, Cisco Systems VPN Client, Dassault Systemes SolidWorks, Database management software, Docker, Google Cloud software, Hyperion Solutions Hyperion System 9 Bi+, IBM Domino, Kubernetes, MapReduce big data software, McAfee, Microsoft Azure software, Microsoft Dynamics, Microsoft Excel, Microsoft Office Live Meeting, Microsoft Outlook, Microsoft Teams, Microsoft Visio, Microsoft Word, MicroStrategy Desktop, Network directory services software, Oracle Database, Oracle PeopleSoft, R, RESTful API, Ruby, Sales analysis software, Salesforce software, SAP Adaptive Server Enterprise, SAP BusinessObjects Crystal Reports, SAP software, Scheduling software, Splunk Enterprise, Structured query language SQL, UNIX, WebEx Sales Center",C++ Object-Oriented Programming
143,Research Scientist,Research & Development,0.09700933378548668,Low,,,,15,"Reading Comprehension, Mathematics, Adobe Photoshop, IBM SPSS Statistics, Medical Scientists MediSave, Microsoft Exchange, Microsoft Office software, Microsoft Publisher, Microsoft Visual Basic, Microsoft Word, National Instruments LabVIEW, StataCorp Stata, The MathWorks MATLAB, Thermo ToxLab, Waters Millennium32",Microsoft Office Suite Productivity Boost
144,Laboratory Technician,Research & Development,0.6471666887744199,Medium,,,,19,"Reading Comprehension, Writing, Critical Thinking, Monitoring, Commercial plate reader software, Data entry software, Google Docs, Hematology laboratory workflow management software, IBM Notes, Laboratory information system LIS, Medical system integration software, Microscopic image capturing software, Microsoft Outlook, Quality control software, Quizlet, Reimbursement screening software, SAP software, Specimen tracking software, Sunquest Information Systems Sunquest Laboratory",Enterprise Resource Planning with SAP
145,Healthcare Representative,Research & Development,0.5851206265591927,Medium,,,,16,"Writing, Mathematics, Critical Thinking, Monitoring, Corel WordPerfect Office Suite, Customer Expressions i-Sight, Epic Systems software, FaceTime, Henry Schein Dentrix, IBM Notes, Medical procedure coding software, Microsoft Exchange, Microsoft PowerPoint, Microsoft Windows, Microsoft Word, Scheduling software",Designing High-Impact PowerPoint Presentations
147,Laboratory Technician,Research & Development,0.9362892778286888,High,,,,17,"Reading Comprehension, Active Listening, Speaking, Mathematics, Science, Learning Strategies, Data entry software, Email software, FileMaker Pro, Google Docs, Medical digital imaging software, Medical system integration software, MEDITECH software, Minitab, Quizlet, Specimen tracking software, Test routing software",FileMaker Pro Database Development
148,Manager,Human Resources,0.14359998119052217,Low,,,,72,"Writing, Science, Learning Strategies, Act!, ActionWare, Adobe Acrobat, Adobe Creative Cloud software, Adobe Photoshop, ADP Workforce Now, Amazon Web Services AWS software, Apple Final Cut Pro, Apple Keynote, Apple macOS, Atlassian Confluence, Autodesk AutoCAD, Avidian Technologies Prophet, Citrix cloud computing software, Database software, Dynamic Energy Systems MedAct, Eko, Evernote, Extensible markup language XML, FileMaker Pro, Flipgrid, Fund accounting software, Geographic information system GIS software, Google Slides, HEAT Software GoldMine, IBM InfoSphere DataStage, Intuit QuickBooks, Job control language JCL, LSA Visual Easy Lean, Maximizer Software Maximizer Enterprise, Microsoft Access, Microsoft Dynamics, Microsoft Dynamics GP, Microsoft Exchange, Microsoft FrontPage, Microsoft Internet Explorer, Microsoft Outlook, Microsoft Publisher, Microsoft Word, Minitab, Nagios, NetSuite NetCRM, NortonLifeLock cybersecurity software, Oracle Business Intelligence Enterprise Edition, Oracle Database, Oracle Fusion Applications, Oracle Primavera Enterprise Project Portfolio Management, Oracle Solaris, Oracle Taleo, Personnel scheduling software, Puppet, Qlik Tech QlikView, R, Sage 50 Accounting, Sage MAS 500, SAP Business Objects, SAP Crystal Reports, Savant MobileRanger, Shell script, Slack, Social media sites, StataCorp Stata, Structured query language SQL, Sugar CRM, Supervisory control and data acquisition SCADA software, Tax software, Teradata Database, The MathWorks MATLAB, Yardi software",FileMaker Pro Database Development
150,Laboratory Technician,Research & Development,0.4377243635111984,Medium,,,,14,"Reading Comprehension, Speaking, Critical Thinking, Active Learning, Learning Strategies, Database software, FileMaker Pro, Google Docs, Hematology laboratory workflow management software, Laboratory information system LIS, Medical system integration software, Microscopic image capturing software, Microsoft Outlook, Test routing software",FileMaker Pro Database Development
151,Research Scientist,Research & Development,0.1810409177833635,Low,,,,18,"Reading Comprehension, Active Listening, Writing, Learning Strategies, Database software, FileMaker Pro, IBM Notes, IBM SPSS Statistics, Linux, Microsoft PowerPoint, Microsoft Project, Microsoft Publisher, National Instruments LabVIEW, PerkinElmer TurboMass, The MathWorks MATLAB, Triple G ULTRA Laboratory Information System, Waters Empower 2, Waters MassLynx",FileMaker Pro Database Development
152,Sales Executive,Sales,0.3069958475616675,Low,,,,32,"Critical Thinking, Ab Initio, Apache Cassandra, Apache Pig, Atlassian JIRA, Cisco Systems CiscoWorks, Citrix cloud computing software, Database management software, Extensible hypertext markup language XHTML, Firewall software, Google Cloud software, Google Workspace software, Hyperion Solutions Hyperion System 9 Bi+, IBM DB2, Kubernetes, Microsoft Active Directory, Microsoft Outlook, Microsoft Project, Microsoft Windows Server, MicroStrategy, Network directory services software, NortonLifeLock cybersecurity software, Oracle Database, Salesforce software, SAP Adaptive Server Enterprise, SAP Business Objects, Scheduling software, Security assertion markup language SAML, Structured query language SQL, Teradata Database, Voice over internet protocol VoIP system software, Web browser software",Enterprise Resource Planning with SAP
153,Manager,Research & Development,0.09512902578459158,Low,,,,46,"Active Listening, Writing, Speaking, Learning Strategies, Act!, Adobe Acrobat, Adobe Creative Cloud software, Airtable, Apple Final Cut Pro, Atlassian Confluence, Atlassian JIRA, Autodesk AutoCAD, Avidian Technologies Prophet, Delphi Technology, Dropbox, Eko, FileMaker Pro, Flipgrid, Fund accounting software, Google Analytics, Google Docs, Google Slides, Human resource management software HRMS, IBM SPSS Statistics, Kronos Workforce Timekeeper, LSA Visual Easy Lean, Marketo Marketing Automation, Microsoft Access, Microsoft SharePoint, Microsoft SQL Server, Microsoft Visual Basic, Mozilla Firefox, Nagios, NetSuite ERP, NortonLifeLock cybersecurity software, Oracle E-Business Suite Financials, Oracle PeopleSoft Financials, Oracle Solaris, Personnel scheduling software, Puppet, Realization Streamliner, Social media sites, Sugar CRM, The MathWorks MATLAB, Vanguard Software Vanguard Sales Manager, YouTube",FileMaker Pro Database Development
154,Sales Executive,Sales,0.12769451295217416,Low,,,,57,"Active Listening, Writing, Speaking, Science, Learning Strategies, Ab Initio, Amazon Web Services AWS software, Ansible software, Apache Hadoop, Apache HBase, Apache Pig, Apache Struts, Apple iOS, Atlassian JIRA, C, Cisco Systems CiscoWorks, Dassault Systemes SolidWorks, Docker, Enterprise application integration EAI software, Enterprise JavaBeans, Extensible hypertext markup language XHTML, Hyperion Solutions Hyperion System 9 Bi+, IBM Cognos Business Intelligence, IBM Cognos Impromptu, IBM DB2, IBM Domino, Informatica Corporation PowerCenter, Kubernetes, Linux, Microsoft Access, Microsoft Azure software, Microsoft Excel, Microsoft PowerPoint, Microsoft SQL Server, Microsoft Teams, Microsoft Windows Server, MicroStrategy, Network directory services software, Oracle Database, Oracle Java, PHP, Platform as a service PaaS, Python, RESTful API, Sales analysis software, Salesforce software, SAP Business Objects, Scheduling software, Security assertion markup language SAML, Shell script, Single sign-on SSO, Software as a service SaaS, Teradata Database, Virtual private networking VPN software, Web browser software, WebEx Sales Center, Wireshark",Designing High-Impact PowerPoint Presentations
155,Laboratory Technician,Research & Development,0.39970646395989784,Low,,,,17,"Mathematics, Critical Thinking, Learning Strategies, Monitoring, Billing software, Commercial plate reader software, Database software, Electronic medical record EMR software, Email software, IBM Notes, Medical digital imaging software, Medical system integration software, Microscopic image capturing software, Microsoft Word, Minitab, Quality control software, Quizlet",SQL Querying for Beginners
158,Manager,Sales,0.18327333273968494,Low,,,,60,"Reading Comprehension, Writing, Science, Monitoring, ActionWare, Apache Hadoop, Apple Keynote, Atlassian Confluence, Blackbaud The Raiser's Edge, Blackboard software, Customer information control system CICS, Deacom ERP, Delphi Technology, Dropbox, Flipgrid, Google Ads, Google Analytics, Google Docs, Google Drive, Google Slides, Human resource management software HRMS, IBM InfoSphere DataStage, IBM Power Systems software, InnQuest Software roomMaster, Intuit QuickBooks, Job control language JCL, Kronos Workforce Payroll, LinkedIn, LSA Visual Easy Lean, Microsoft Access, Microsoft Dynamics, Microsoft Internet Explorer, Microsoft Outlook, Microsoft PowerPoint, Microsoft Windows, Microsoft Word, Minitab, Nagios, Oracle PeopleSoft, Oracle PeopleSoft Financials, Oracle Solaris, Payroll software, Personnel scheduling software, PostgreSQL, Salesforce software, Salesforce.com Salesforce CRM, SAP Business Objects, SAP Crystal Reports, SAP software, Savant MobileRanger, Screencastify, Siemens NX, StataCorp Stata, Structured query language SQL, Sugar CRM, Supervisory control and data acquisition SCADA software, The MathWorks MATLAB, Vanguard Software Vanguard Sales Manager, vtiger CRM, Yardi software",Enterprise Resource Planning with SAP
159,Research Scientist,Research & Development,0.1156831662424505,Low,,,,23,"Speaking, Mathematics, Science, Critical Thinking, BioArray Software Environment BASE, ESRI ArcGIS software, IBM SPSS Statistics, LexisNexis, Linux, Microsoft Dynamics, Microsoft Excel, Microsoft Office software, Microsoft Project, Microsoft Visual Basic, National Instruments LabVIEW, Python, R, SAS, Statistical software, Thermo ToxLab, Triple G ULTRA Laboratory Information System, Waters MassLynx, Waters Q-DIS/QM LIMS",Linux System Administration Basics
160,Sales Executive,Sales,0.07332085325773646,Low,,,,59,"Speaking, Mathematics, Science, Active Learning, Learning Strategies, Ab Initio, Amazon Web Services AWS software, Ansible software, Apache Cassandra, Apache Hadoop, Apache Pig, Apache Struts, Autodesk AutoCAD, Border Gateway Protocol BGP, Citrix cloud computing software, Database management software, Enterprise application integration EAI software, Enterprise JavaBeans, Extensible hypertext markup language XHTML, Extensible markup language XML, Firewall software, Hewlett Packard HP-UX, IBM Cognos Business Intelligence, IBM Cognos Impromptu, JavaScript, Kubernetes, Management information systems MIS, MapReduce big data software, Microsoft Exchange, Microsoft Office Live Meeting, Microsoft Outlook, Microsoft Project, Microsoft SharePoint, Microsoft Teams, Microsoft Word, Network directory services software, NortonLifeLock cybersecurity software, Oracle PeopleSoft, Perl, React, RESTful API, Ruby, Sales analysis software, Salesforce software, SAP Adaptive Server Enterprise, SAP Business One, SAP BusinessObjects Crystal Reports, SAP software, Security assertion markup language SAML, Shell script, Software as a service SaaS, Splunk Enterprise, Structured query language SQL, Teradata Database, Virtual private networking VPN software, Voice over internet protocol VoIP system software, Web browser software, WebEx Sales Center, Wireshark",Enterprise Resource Planning with SAP
161,Research Scientist,Research & Development,0.6909127809956596,Medium,,,,21,"Active Listening, Science, Critical Thinking, Active Learning, Monitoring, BioArray Software Environment BASE, Database software, ESRI ArcGIS software, IBM Notes, Integrated development environment IDE software, LexisNexis, Linux, Microsoft Dynamics, Microsoft Excel, National Instruments LabVIEW, PerkinElmer TurboMass, SAS, Waters Empower 2, Waters MassLynx, Waters Millennium32, Waters Q-DIS/QM LIMS",SQL Querying for Beginners
162,Research Director,Research & Development,0.11831770635650038,Low,,,,22,"Active Listening, Writing, Mathematics, Critical Thinking, Active Learning, Learning Strategies, Monitoring, Adobe Photoshop, IBM Lotus 1-2-3, IBM SPSS Statistics, Microsoft Access, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint, Microsoft Project, Microsoft Word, R, SAP Business Objects, StataCorp Stata, STATISTICA, Structured query language SQL, The MathWorks MATLAB",Designing High-Impact PowerPoint Presentations
163,Sales Executive,Sales,0.9217498730885119,High,,,,46,"Reading Comprehension, Speaking, Science, Critical Thinking, Amazon Web Services AWS software, Ansible software, Apache Pig, Border Gateway Protocol BGP, Cisco Systems CiscoWorks, Database management software, Docker, Enterprise application integration EAI software, Extensible hypertext markup language XHTML, Extensible markup language XML, Firewall software, Hewlett Packard HP-UX, Hyperion Solutions Hyperion System 9 Bi+, IBM Cognos Business Intelligence, Linux, Management information systems MIS, MapReduce big data software, McAfee, Microsoft Azure software, Microsoft Dynamics, Microsoft Excel, Microsoft Office Live Meeting, Microsoft PowerPoint, Microsoft Project, Microsoft Visio, MicroStrategy, NortonLifeLock cybersecurity software, PHP, Python, R, Ruby, Sales analysis software, Salesforce software, SAP Business Objects, Shell script, Software as a service SaaS, Structured query language SQL, Teradata Database, UNIX, Voice over internet protocol VoIP system software, WebEx Sales Center, Wireshark",Designing High-Impact PowerPoint Presentations
164,Research Scientist,Research & Development,0.11847126755912966,Low,,,,27,"Active Listening, Speaking, Mathematics, Critical Thinking, Learning Strategies, Adobe Photoshop, BioArray Software Environment BASE, ESRI ArcGIS software, IBM Notes, Integrated development environment IDE software, LexisNexis, Medical Scientists MediSave, Microsoft Dynamics, Microsoft Excel, Microsoft Project, Microsoft Publisher, Microsoft Word, National Instruments LabVIEW, Python, R, SAS, StataCorp Stata, The MathWorks MATLAB, Triple G ULTRA Laboratory Information System, Waters Empower 2, Waters MassLynx, Waters Millennium32",Python Programming for Data Analytics
165,Healthcare Representative,Research & Development,0.04171419561439675,Low,,,,29,"Reading Comprehension, Active Listening, Writing, Science, Critical Thinking, Active Learning, Monitoring, Admissions, discharge, and transfer ADT software, Data entry software, Database software, eClinicalWorks EHR software, Electronic medical record EMR software, Epic EpicCare Inpatient Clinical System, FaceTime, Google Docs, Healthcare common procedure coding system HCPCS, Henry Schein Dentrix, Medical condition coding software, Medical procedure coding software, Microsoft Dynamics, Microsoft Excel, Microsoft Office software, Microsoft Outlook, Microsoft Windows, Patient satisfaction assessment software, Pemimic Patient Relations Suite, Peminic Patient Safety & Quality Suite, PracticeWorks Systems Kodak WINOMS CS, Prognosis Solutions ResolvPRM",SQL Querying for Beginners
167,Sales Representative,Sales,0.9766172452859612,High,,,,12,"Active Listening, Speaking, Mathematics, Science, Critical Thinking, Learning Strategies, Enterprise application integration EAI software, JamBoard, Microsoft Dynamics, Microsoft Office software, Microsoft Outlook, Microsoft PowerPoint",Designing High-Impact PowerPoint Presentations
169,Laboratory Technician,Research & Development,0.4272067895394558,Medium,,,,21,"Speaking, Science, Learning Strategies, Monitoring, Billing software, Data entry software, Database software, Electronic medical record EMR software, FileMaker Pro, Laboratory information system LIS, Medical digital imaging software, MEDITECH software, Microscopic image capturing software, Microsoft Excel, Microsoft Outlook, Microsoft PowerPoint, Microsoft Word, National Instruments LabVIEW, Specimen tracking software, Sunquest Information Systems Sunquest Laboratory, Test result delivery software",FileMaker Pro Database Development
170,Manufacturing Director,Research & Development,0.07069073068336001,Low,,,,25,"Writing, Speaking, Mathematics, Science, Critical Thinking, Learning Strategies, Monitoring, ABB Optimize IT Predict & Control, Adobe After Effects, Adobe Photoshop, AVEVA InTouch HMI, Computer integrated manufacturing CIM software, Computer integrated manufacturing CIM warehouse shipping manager software, Database software, Distributed control system DCS, Eko, Employee scheduling software, IBM Notes, Landfill gas analysis software, Microsoft Project, Minitab, NetSuite ERP, ProcessPro Premier, Prosys Open Platform Communications unified architecture software, SAP software",Enterprise Resource Planning with SAP
171,Research Scientist,Research & Development,0.2438842024341842,Low,,,,17,"Reading Comprehension, Mathematics, Database software, ESRI ArcGIS software, IBM Notes, IBM SPSS Statistics, LexisNexis, Medical Scientists MediSave, Microsoft Dynamics, Microsoft Excel, Microsoft Office software, Microsoft Publisher, Microsoft Word, Minitab, National Instruments LabVIEW, PerkinElmer TurboMass, Python",SQL Querying for Beginners
